name,id,examine,members,lowalch,item_limit,value,highalch,icon
Earth rune,557,One of the 4 basic elemental Runes.,f,1,50000,4,2,Earth rune.png
Earth talisman,1440,A mysterious power emanates from the talisman...,f,1,11000,4,2,Earth talisman.png
Earth tiara,5535,A tiara infused with the properties of the earth.,f,40,40,100,60,Earth tiara.png
Echo crystal,28942,A crystal of rebounding potential.,t,200,,500,300,Echo crystal.png
Eclectic impling jar,11248,Eclectic impling in a jar.,t,20,18000,50,30,Eclectic impling jar.png
Eclipse atlatl,29000,A powerful thrown weapon forged from an eclipse.,t,64000,,160000,96000,Eclipse atlatl.png
Eclipse moon chestplate,29004,The chestplate of the Eclipse Moon.,t,116004,,290010,174006,Eclipse moon chestplate.png
Eclipse moon chestplate (broken),29049,The chestplate of the Eclipse Moon.,t,116004,,290010,174006,Eclipse moon chestplate (broken).png
Eclipse moon helm,29010,The helm of the Eclipse Moon.,t,41200,,103000,61800,Eclipse moon helm.png
Eclipse moon helm (broken),29055,The helm of the Eclipse Moon.,t,41200,,103000,61800,Eclipse moon helm (broken).png
Eclipse moon tassets,29007,The tassets of the Eclipse Moon.,t,115964,,289910,173946,Eclipse moon tassets.png
Eclipse moon tassets (broken),29052,The tassets of the Eclipse Moon.,t,115964,,289910,173946,Eclipse moon tassets (broken).png
Eclipse wine,29415,The finest Aldarin Red available.,t,400,,1000,600,Eclipse wine.png
Edible seaweed,403,Slightly damp seaweed.,t,1,13000,2,1,Edible seaweed.png
Efaritay's aid,21140,Aids the user against vampyres.,t,570,10000,1425,855,Efaritay's aid.png
Efh salt,22595,"A blue salt, that when burned with other salts provides various benefits.",t,4,10000,11,6,Efh salt.png
Egg,1944,A nice fresh egg.,f,1,13000,4,2,Egg.png
Egg and tomato,7064,A bowl of scrambled eggs and tomato.,t,4,13000,12,7,Egg and tomato.png
Egg potato,7056,A baked potato with egg and tomato.,t,4,13000,12,7,Egg potato.png
Egg whisk,7435,A large whisk of death.,t,20,50,50,30,Egg whisk.png
Elder chaos hood,20595,The hood worn by the dangerous elder druids.,t,200,8,500,300,Elder chaos hood.png
Elder chaos robe,20520,The robes worn by the dangerous elder druids.,t,280,8,700,420,Elder chaos robe.png
Elder chaos top,20517,The robes worn by the dangerous elder druids.,t,320,8,800,480,Elder chaos top.png
Elder maul,21003,A maul crafted from the component parts of Tekton.,t,200004,8,500010,300006,Elder maul.png
Eldritch orb,24517,"An ancient magical orb, corrupted by darkness.",t,1,8,1,1,Eldritch orb.png
Elemental helmet,9729,A magic helmet.,t,8,70,20,12,Elemental helmet.png
Elemental shield,2890,A magic shield.,t,8,70,20,12,Elemental shield.png
Elemental sphere (flatpack),8626,How does it all fit in there?,t,4,500,10,6,Elemental sphere (flatpack).png
Elemental talisman,5516,A mysterious power emanates from the talisman...,t,200,40,500,300,Elemental talisman.png
Elemental tiara,26804,A tiara infused with the properties of every elemental rune.,t,1,,1,1,Elemental tiara.png
Elidinis' ward,25985,A ward once used by Elidinis herself.,t,1,,1,1,Elidinis' ward.png
Elven boots,24003,Decorative elven boots.,t,4000,125,10000,6000,Elven boots.png
Elven dawn,23948,It seems to have a little sparkle to it.,t,2,,6,3,Elven dawn.png
Elven gloves,24006,Decorative elven gloves.,t,4000,,10000,6000,Elven gloves.png
Elven legwear,24024,Clothing from the elven city of Prifddinas.,f,2000,,5000,3000,Elven legwear.png
Elven signet,23943,A signet ring with some elven markings.,t,12000,5,30000,18000,Elven signet.png
Elven skirt (white),24018,Clothing from the elven city of Prifddinas.,f,2000,,5000,3000,Elven skirt (white).png
Elven skirt (yellow),24012,Clothing from the elven city of Prifddinas.,f,2000,,5000,3000,Elven skirt (yellow).png
Elven top (white vest),24027,Clothing from the elven city of Prifddinas.,f,2000,,5000,3000,Elven top (white vest).png
Elven top (white),24015,Clothing from the elven city of Prifddinas.,f,2000,,5000,3000,Elven top (white).png
Elven top (yellow vest),24021,Clothing from the elven city of Prifddinas.,f,2000,,5000,3000,Elven top (yellow vest).png
Elven top (yellow),24009,Clothing from the elven city of Prifddinas.,f,2000,,5000,3000,Elven top (yellow).png
Elysian sigil,12819,A sigil in the shape of an elysian symbol.,t,300000,5,750000,450000,Elysian sigil.png
Elysian spirit shield,12817,An ethereal shield with an elysian sigil attached to it.,t,800000,8,2000000,1200000,Elysian spirit shield.png
Emerald,1605,This looks valuable.,f,200,13000,500,300,Emerald.png
Emerald amulet,1696,I wonder if I can get this enchanted.,f,510,10000,1275,765,Emerald amulet.png
Emerald amulet (u),1677,It needs a string so I can wear it.,f,510,10000,1275,765,Emerald amulet (u).png
Emerald bolt tips,9190,Emerald bolt tips.,t,13,11000,33,19,Emerald bolt tips 5.png
Emerald bolts,9338,Emerald tipped Mithril crossbow bolts.,t,21,11000,53,31,Emerald bolts 5.png
Emerald bolts (e),9241,Enchanted Emerald tipped Mithril Crossbow Bolts.,t,23,11000,59,35,Emerald bolts (e) 5.png
Emerald bracelet,11076,I wonder if this is valuable.,t,610,10000,1525,915,Emerald bracelet.png
Emerald dragon bolts,21965,"Dragon crossbow bolts, tipped with emerald.",t,320,11000,800,480,Emerald dragon bolts 5.png
Emerald dragon bolts (e),21942,"Enchanted Dragon crossbow bolts, tipped with emerald.",t,332,11000,830,498,Emerald dragon bolts (e) 5.png
Emerald necklace,1658,I wonder if this is valuable.,f,570,18000,1425,855,Emerald necklace.png
Emerald ring,1639,A valuable ring.,f,510,10000,1275,765,Emerald ring.png
Empty candle lantern,4527,Put a candle in to complete it.,t,4,10000,10,6,Empty candle lantern.png
Empty cup,1980,An empty cup.,t,1,13000,2,1,Empty cup.png
Empty fishbowl,6667,An empty fishbowl.,t,1,100,1,1,Empty fishbowl.png
Empty oil lamp,4525,An oil lamp with no oil in it.,t,10,10000,25,15,Empty oil lamp.png
Empty oil lantern,4535,Put oil in to complete it.,t,48,10000,120,72,Empty oil lantern.png
Empty plant pot,5350,An empty plant pot.,t,1,10000,1,1,Empty plant pot.png
Empty sack,5418,An empty vegetable sack.,t,1,10000,1,1,Empty sack.png
Enchant diamond,8019,A tablet containing a magic spell.,t,1,10000,1,1,Enchant diamond.png
Enchant dragonstone,8020,A tablet containing a magic spell.,t,1,10000,1,1,Enchant dragonstone.png
Enchant emerald or jade,8017,A tablet containing a magic spell.,t,1,10000,1,1,Enchant emerald or jade.png
Enchant onyx,8021,A tablet containing a magic spell.,t,1,10000,1,1,Enchant onyx.png
Enchant ruby or topaz,8018,A tablet containing a magic spell.,t,1,10000,1,1,Enchant ruby or topaz.png
Enchant sapphire or opal,8016,A tablet containing a magic spell.,t,1,10000,1,1,Enchant sapphire or opal.png
Enchanted hat,7400,A three pointed hat of magic.,t,6000,8,15000,9000,Enchanted hat.png
Enchanted robe,7398,Enchanted Wizards robes.,t,32000,8,80000,48000,Enchanted robe.png
Enchanted top,7399,Enchanted Wizards robes.,t,48000,8,120000,72000,Enchanted top.png
Energy mix(1),11455,One dose of fishy energy potion.,t,14,2000,36,21,Energy mix(1).png
Energy mix(2),11453,Two doses of fishy energy potion.,t,28,2000,72,43,Energy mix(2).png
Energy potion(1),3014,1 dose of energy potion.,f,14,2000,36,21,Energy potion(1).png
Energy potion(2),3012,2 doses of energy potion.,f,28,2000,72,43,Energy potion(2).png
Energy potion(3),3010,3 doses of energy potion.,f,44,2000,110,66,Energy potion(3).png
Energy potion(4),3008,4 doses of energy potion.,f,58,2000,146,87,Energy potion(4).png
Enhanced crystal teleport seed,23959,A seed to be sung into a infinite teleport crystal.,t,40000,100,100000,60000,Enhanced crystal teleport seed.png
Enhanced crystal weapon seed,25859,A seed to be sung into the most powerful crystal weaponry.,t,200000,70,500000,300000,Enhanced crystal weapon seed.png
Enhanced quetzal whistle blueprint,29253,An enhanced blueprint for a quetzal whistle.,t,2000,,5000,3000,Enhanced quetzal whistle blueprint.png
Ensouled abyssal head,13508,The creature's soul is still in here.,t,234,3000,585,351,Ensouled abyssal head.png
Ensouled aviansie head,13505,The creature's soul is still in here.,t,221,7500,553,331,Ensouled aviansie head.png
Ensouled bear head,13463,The creature's soul is still in here.,t,104,3000,260,156,Ensouled bear head.png
Ensouled bloodveld head,13496,The creature's soul is still in here.,t,197,3000,494,296,Ensouled bloodveld head.png
Ensouled chaos druid head,13472,The creature's soul is still in here.,t,119,3000,299,179,Ensouled chaos druid head.png
Ensouled dagannoth head,13493,The creature's soul is still in here.,t,182,7500,455,273,Ensouled dagannoth head.png
Ensouled demon head,13502,The creature's soul is still in here.,t,210,7500,527,316,Ensouled demon head.png
Ensouled dog head,13469,The creature's soul is still in here.,t,114,3000,286,171,Ensouled dog head.png
Ensouled dragon head,13511,The creature's soul is still in here.,t,260,7500,650,390,Ensouled dragon head.png
Ensouled elf head,13481,The creature's soul is still in here.,t,143,7500,358,214,Ensouled elf head.png
Ensouled giant head,13475,The creature's soul is still in here.,t,127,3000,319,191,Ensouled giant head.png
Ensouled goblin head,13448,The creature's soul is still in here.,t,20,3000,52,31,Ensouled goblin head.png
Ensouled hellhound head,26997,The creature's soul is still in here. I could reanimate it with Expert Reanimation.,t,1,,1,1,Ensouled hellhound head.png
Ensouled horror head,13487,The creature's soul is still in here.,t,161,7500,403,241,Ensouled horror head.png
Ensouled imp head,13454,The creature's soul is still in here.,t,62,3000,156,93,Ensouled imp head.png
Ensouled kalphite head,13490,The creature's soul is still in here.,t,173,7500,433,259,Ensouled kalphite head.png
Ensouled minotaur head,13457,The creature's soul is still in here.,t,91,3000,228,136,Ensouled minotaur head.png
Ensouled monkey head,13451,The creature's soul is still in here.,t,41,3000,104,62,Ensouled monkey head.png
Ensouled ogre head,13478,The creature's soul is still in here.,t,135,3000,338,202,Ensouled ogre head.png
Ensouled scorpion head,13460,The creature's soul is still in here.,t,98,3000,247,148,Ensouled scorpion head.png
Ensouled troll head,13484,The creature's soul is still in here.,t,153,7500,384,230,Ensouled troll head.png
Ensouled tzhaar head,13499,The creature's soul is still in here.,t,202,3000,507,304,Ensouled tzhaar head.png
Ensouled unicorn head,13466,The creature's soul is still in here.,t,106,3000,267,160,Ensouled unicorn head.png
Equa leaves,2128,Small sweet smelling leaves.,t,1,13000,2,1,Equa leaves.png
Essence impling jar,11246,Essence impling in a jar.,t,20,18000,50,30,Essence impling jar.png
Eternal boots,13235,A pair of upgraded infinity boots.,t,30000,15,75000,45000,Eternal boots.png
Eternal crystal,13227,A powerful crystal of magic.,t,18000,15,45000,27000,Eternal crystal.png
Eternal gem,21270,"Like the enchanted gem sold by Slayer Masters, only with an eternal charge.",t,3800,8,9500,5700,Eternal gem.png
Evil chicken feet,20433,Perfect for crossing the road in an evil manner.,t,1,4,1,1,Evil chicken feet.png
Evil chicken head,20439,Cock-a-doodle-do!,t,1,4,1,1,Evil chicken head.png
Evil chicken legs,20442,Evil legs for an evil human wanting to dress like an evil chicken.,t,1,4,1,1,Evil chicken legs.png
Evil chicken wings,20436,I look evil and fowl in this.,t,1,4,1,1,Evil chicken wings.png
Expeditious bracelet,21177,Allows one slayer kill to count as two.,t,460,10000,1150,690,Expeditious bracelet.png
Explorer backpack,12514,I'm the Backpack loaded up with things and knick knacks too.,t,620,4,1550,930,Explorer backpack.png
Extended antifire mix(1),11962,One dose of fishy extended anti-firebreath potion.,t,64,2000,160,96,Extended antifire mix(1).png
Extended antifire mix(2),11960,Two doses of fishy extended anti-firebreath potion.,t,96,2000,240,144,Extended antifire mix(2).png
Extended antifire(1),11957,1 dose of extended anti-firebreath potion.,t,44,2000,110,66,Extended antifire(1).png
Extended antifire(2),11955,2 doses of extended anti-firebreath potion.,t,88,2000,220,132,Extended antifire(2).png
Extended antifire(3),11953,3 doses of extended anti-firebreath potion.,t,132,2000,330,198,Extended antifire(3).png
Extended antifire(4),11951,4 doses of extended anti-firebreath potion.,t,176,2000,440,264,Extended antifire(4).png
Extended super antifire mix(1),22224,One dose of fishy extended super anti-firebreath potion.,t,64,2000,160,96,Extended super antifire mix(1).png
Extended super antifire mix(2),22221,Two doses of fishy extended super anti-firebreath potion.,t,96,2000,240,144,Extended super antifire mix(2).png
Extended super antifire(1),22218,1 dose of extended super anti-firebreath potion.,t,272,2000,680,408,Extended super antifire(1).png
Extended super antifire(2),22215,2 doses of extended super anti-firebreath potion.,t,288,2000,720,432,Extended super antifire(2).png
Extended super antifire(3),22212,3 doses of extended super anti-firebreath potion.,t,304,2000,760,456,Extended super antifire(3).png
Extended super antifire(4),22209,4 doses of extended super anti-firebreath potion.,t,320,2000,800,480,Extended super antifire(4).png
Eye of newt,221,It seems to be looking at me.,f,1,13000,3,1,Eye of newt.png
Facemask,4164,Stops me breathing in too much dust.,t,80,70,200,120,Facemask.png
Fake beard,4593,Makes me itch.,t,1,15,1,1,Fake beard.png
Falador teleport (tablet),8009,A teleport to Falador.,t,1,10000,1,1,Falador teleport (tablet).png
Fancy hedge (bagged),8445,You can plant this in your garden.,t,10000,10000,25000,15000,Fancy hedge (bagged).png
Fancy teak dresser (flatpack),8604,How does it all fit in there?,t,4,500,10,6,Fancy teak dresser (flatpack).png
Fancy tiara,20008,Call me princess.,t,3200,4,8000,4800,Fancy tiara.png
Fangs of venenatis,27670,The fangs of a matriarch spider. They seem to maintain a sense of her power.,t,1,8,1,1,Fangs of venenatis.png
Farseer helm,3755,This helmet is worn by farseers.,t,24000,70,60000,36000,Farseer helm.png
Fat snail,3367,"The fat, slimy corpse of a deceased giant snail.",t,6,13000,15,9,Fat snail.png
Fat snail meat,3373,A succulently slimy slice of sumptuous snail.,t,12,6000,30,18,Fat snail meat.png
Fayrg bones,4830,Ancient ogre bones from the ogre burial tomb.,t,1,7500,1,1,Fayrg bones.png
Feather,314,Used for fly fishing.,f,1,30000,2,1,Feather.png
Fedora,11990,Makes you look fedorable.,t,120,4,300,180,Fedora.png
Feldip hills teleport,12404,Teleports you to Feldip hills.,t,4,10000,10,6,Feldip hills teleport.png
Feldip weasel fur,10119,"Not actually from a weasel, but it is, at least, furry.",t,5,10000,14,8,Feldip weasel fur.png
Felling axe handle,28177,A large handle for turning an axe into a felling axe.,t,1,,1,1,Felling axe handle.png
Fenkenstrain's castle teleport (tablet),19621,A teleport to Fenkenstrain's Castle.,t,1,10000,1,1,Fenkenstrain's castle teleport (tablet).png
Fez,6382,A Fez hat. Juss like that.,t,8,150,20,12,Fez.png
Fibula piece,6167,An interesting looking bone shard.,t,24,11000,60,36,Fibula piece.png
Fiendish ashes,25766,A heap of ashes.,f,1,,1,1,Fiendish ashes.png
Filled plant pot,5354,A plant pot filled with soil.,t,1,2000,1,1,Filled plant pot.png
Fine cloth,3470,Amazingly untouched by time.,t,200,11000,500,300,Fine cloth.png
Fire battlestaff,1393,It's a slightly magical stick.,t,6200,18000,15500,9300,Fire battlestaff.png
Fire orb,569,A magic glowing orb.,t,120,11000,300,180,Fire orb.png
Fire rune,554,One of the 4 basic elemental Runes.,f,1,50000,4,2,Fire rune.png
Fire talisman,1442,A mysterious power emanates from the talisman...,f,1,11000,4,2,Fire talisman.png
Fire tiara,5537,A tiara infused with the properties of fire.,f,40,40,100,60,Fire tiara.png
Fish chunks,22818,Apparently Cormorants like to eat this stuff...,t,8,13000,20,12,Fish chunks.png
Fish food,272,Keeps your pet fish strong and healthy.,f,1,15,1,1,Fish food.png
Fishing bait,313,For use with a fishing rod.,f,1,8000,3,1,Fishing bait.png
Fishing guild teleport (tablet),24959,A teleport to the Fishing Guild.,t,1,10000,1,1,Fishing guild teleport (tablet).png
Fishing mix(1),11479,One dose of fishy Fishing potion.,t,40,2000,100,60,Fishing mix(1).png
Fishing mix(2),11477,Two doses of fishy Fishing potion.,t,60,2000,150,90,Fishing mix(2).png
Fishing potion(1),155,1 dose of Fishing potion.,t,40,2000,100,60,Fishing potion(1).png
Fishing potion(2),153,2 doses of Fishing potion.,t,60,2000,150,90,Fishing potion(2).png
Fishing potion(3),151,3 doses of Fishing potion.,t,80,2000,200,120,Fishing potion(3).png
Fishing potion(4),2438,4 doses of Fishing potion.,t,100,2000,250,150,Fishing potion(4).png
Fishing rod,307,Useful for catching sardine or herring.,f,2,40,5,3,Fishing rod.png
Fiyr remains,3404,The remains of a deadly shade.,t,1,7500,1,1,Fiyr remains.png
Flamtaer bracelet,21180,Helps when building the Shades of Mort'ton temple.,t,520,10000,1300,780,Flamtaer bracelet.png
Flamtaer hammer,3678,An exquisitely shaped tool specially designed for fixing temples.,t,4000,40,10000,6000,Flamtaer hammer.png
Flared trousers,10394,These'll help me stay alive.,t,800,4,2000,1200,Flared trousers.png
Flattened hide,6171,A tattered chunk of dagannoth hide.,t,24,11000,60,36,Flattened hide.png
